,Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year
1536,Bavagaru Bagunnara?,Jayanth C. Paranjee,unknown,Mani Sharma,Chiranjeevi,unknown,unknown,1998
1537,Chandralekha,Krishna Vamsi,unknown,Sandeep Chowta,Nagarjuna Akkineni,unknown,unknown,1998
1538,Choodalani Vundi,Gunasekhar,unknown,Mani Sharma,Chiranjeevi,unknown,unknown,1998
1539,Daddy Daddy,Kodi Ramakrishna,unknown,Vandemataram Srinivas,ANR,unknown,unknown,1998
1540,Deergha Sumangali Bhava,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Rajasekhar,unknown,unknown,1998
1541,Ganesh,Tirupathi Swamy,unknown,Mani Sharma,Daggubati Venkatesh,unknown,unknown,1998
1542,Gillikajjalu,Muppulaleni Siva,unknown,Koti,Srikanth,unknown,unknown,1998
1543,Kante Koothurne Kanu,Dasari Narayana Rao,unknown,Vandemataram Srinivas,Dasari Narayana Rao,unknown,unknown,1998
1544,Kanyadanam,E. V. V. Satyanarayana,unknown,Koti,Upendra,unknown,unknown,1998
1545,Love Story 1999,K. Raghavendra Rao,unknown,Deva,Prabhu Deva,unknown,unknown,1998
1546,Maavidaakulu,E. V. V. Satyanarayana,unknown,Koti,Jagapati Babu,unknown,unknown,1998
1547,Mee Aayana Jagratha,Muthyala Ramadas,unknown,unknown,Rajendra Prasad,unknown,unknown,1998
1548,Navvulata,Gopichand Nadella,unknown,M.M. Srilekha,Rajendra Prasad,unknown,unknown,1998
1549,Nenu Premisthunnanu,E. V. V. Satyanarayana,unknown,Sirpy,J. D. Chakravarthy,unknown,unknown,1998
1550,Ooyala,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Meka Srikanth,unknown,unknown,1998
1551,Pandaga,Sarath,unknown,M.M. Keeravani,ANR,unknown,unknown,1998
1552,Paradesi,K. Raghavendra Rao,unknown,M.M. Keeravani,"Viswas, Madhav, Tanooja",unknown,unknown,1998
1553,Pavitra Prema,Muthyala Subbaiah,unknown,Koti,Nandamuri Balakrishna,unknown,unknown,1998
1554,Pelli Kanuka,Kodi Ramakrishna,unknown,M.M.Keeravani,Jagapati Babu,unknown,unknown,1998
1555,Pelli Peetalu,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Jagapati Babu,unknown,unknown,1998
1556,Premante Idera,Jayanth C. Paranjee,unknown,Ramana Gogula,Daggubati Venkatesh,unknown,unknown,1998
1557,Prema Pallaki,Sana Yadireddy,unknown,Krishna Neeraj,Suresh,unknown,unknown,1998
1558,Rana,A. Kodandarami Reddy,unknown,Koti,Nandamuri Balakrishna,unknown,unknown,1998
1559,Raayudu,Ravi Raja Pinisetty,unknown,Koti,Mohan Babu,unknown,unknown,1998
1560,Sivayya,Suresh Varma,unknown,unknown,Rajasekhar,unknown,unknown,1998
1561,Sri Sita Ramula Kalyanam Chootamu Raarandi,Y. V. S. Chowdary,unknown,M.M.Keeravani,ANR,unknown,unknown,1998
1562,Srimathi Vellostha,K. Raghavendra Rao,unknown,M. M. Keeravani,Jagapati Babu,unknown,unknown,1998
1563,Subhavartha,P. N. Ramachandra Rao,unknown,Koti,Arjun,unknown,unknown,1998
1564,Sultan,Sarath,unknown,Koti,Nandamuri Balakrishna,unknown,unknown,1998
1565,Suprabhatam,Bhimaneni Srinivasa Rao,unknown,Vandemataram Srinivas,Srikanth,unknown,unknown,1998
1566,Suryavamsam,Bhimaneni Srinivasa Rao,unknown,S. A. Rajkumar,Daggubati Venkatesh,unknown,unknown,1998
1567,Suryudu,Muthyala Subbaiah,unknown,unknown,Rajasekhar,unknown,unknown,1998
1568,Tholi Prema,A. Karunakaran,unknown,Deva,Pawan Kalyan,unknown,unknown,1998
1569,Ulta Palta,Relangi Narasimha Rao,unknown,M.M.Srilekha,Rajendra Prasad,unknown,unknown,1998
1570,W/o V. Vara Prasad,Vamsy,unknown,M.M.Keeravani,Vineeth,unknown,unknown,1998
1571,Aavide Shyamala,Kodi Ramakrishna,unknown,Madavapeddi Suresh,Prakash Raj,unknown,unknown,1999
1572,Alludugaaru Vachcharu,Ravi Raja Pinisetty,unknown,M.M.Keeravani,Jagapati Babu,unknown,unknown,1999
1573,Ammo Polisollu,unknown,unknown,unknown,"Siva Krishna, Ragini",unknown,unknown,1999
1574,Anaganaga Oka Ammai,Ramesh Sarangan,unknown,Mani Sharma,Srikanth,unknown,unknown,1999
1575,Asala Sandadi,Anil Kishore,unknown,Ramani Bharadwaj,Ali,unknown,unknown,1999
1576,Bobbili Vamsam,K. S. Adhyaman,unknown,M. M. Srilekha,Rajasekhar,unknown,unknown,1999
1577,Chala Bagundi,E. V. V. Satyanarayana,unknown,Koti,Srikanth,unknown,unknown,1999
1578,Chinni Chinni Aasa,unknown,unknown,Raj,Rajendra Prasad,unknown,unknown,1999
1579,Devi,Kodi Ramakrishna,unknown,Devi Sri Prasad,Prema,unknown,unknown,1999
1580,Dollar Dreams,Sekhar Kammula,unknown,unknown,Satya Krishnan,unknown,unknown,1999
1581,English Pellam East Godavari Mogudu ,Doraswamy Raju,unknown,Mani Sharma,Srikanth,unknown,unknown,1999
1582,Harischandraa,Thulasi Kumar,unknown,Agosh,J. D. Chakravarthy,unknown,unknown,1999
1583,Hello Yama,Pavitran,unknown,Vandemataram Srinivas,Suresh,unknown,unknown,1999
1584,Iddaru Mitrulu,K. Raghavendra Rao,unknown,Mani Sharma,Chiranjeevi,unknown,unknown,1999
1585,Kaama,Ashok Kumar,unknown,Adityan,"Vishal, Sunila, Urvashi",unknown,unknown,1999
1586,Krishna Babu,Muthyala Subbaiah,unknown,Koti,Nandamuri Balakrishna,unknown,unknown,1999
1587,Maa Balaji,Kodi Ramakrishna,unknown,Vandemataram Srinivas,"Vadde Naveen, ",unknown,unknown,1999
1588,Manasichi Choodu,Suresh Varma,unknown,Mani Sharma,"Vadde Naveen, ",unknown,unknown,1999
1589,Manasulo Maata,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Jagapati Babu,unknown,unknown,1999
1590,Manavudu Danavudu,unknown,unknown,S. A. Rajkumar,Krishna,unknown,unknown,1999
1591,Manikyam,Mutyala Subbaiah,unknown,S. A. Rajkumar,Srikanth,unknown,unknown,1999
1592,Maya,Rama Narayanan,unknown,unknown,Napolean,unknown,unknown,1999
1593,Mechanic Mavayya,Rajendra Singh,unknown,M. M. Keeravani,Rajasekhar,unknown,unknown,1999
1594,Naa Hrudayamlo Nidurinche Cheli,AVS Adi Narayana,unknown,Sri,"Vadde Naveen, ",unknown,unknown,1999
1595,Nee Kosam,Srinu Vaitla,unknown,R. P. Patnaik,Ravi Teja,unknown,unknown,1999
1596,Neti Gandhi,E. V. V. Satyanarayana,unknown,S. A. Rajkumar,Rajasekhar,unknown,unknown,1999
1597,Panchadara Chilaka,Kodi Ramakrishna,unknown,S. A. Rajkumar,Srikanth,unknown,unknown,1999
1598,Pilla Nachindi,E. V. V. Satyanarayana,unknown,Koti,Srikanth,unknown,unknown,1999
1599,Pedda Manushulu,Boyina Subba Rao,unknown,Eeshwar,Suman,unknown,unknown,1999
1600,Prema Katha,Ram Gopal Varma,unknown,Sandeep Chowta,Sumanth,unknown,unknown,1999
1601,Premaku Velayera,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,J. D. Chakravarthy,unknown,unknown,1999
1602,Preminche Manasu,AVS Adi Narayana,unknown,S. A. Rajkumar,Vadde Naveen,unknown,unknown,1999
1603,Preyasi Raave,Chandra Mahesh,unknown,M. M. Srilekha,Srikanth,unknown,unknown,1999
1604,Raja,Muppulaneni Siva,unknown,S. A. Rajkumar,Daggubati Venkatesh,unknown,unknown,1999
1605,Raja Kumarudu,K. Raghavendra Rao,unknown,Mani Sharma,Mahesh Babu,unknown,unknown,1999
1606,Rajasthan,R. K. Selvamani,unknown,Ilayaraja,Sharath Kumar,unknown,unknown,1999
1607,Ramasakkanodu,Sagar,unknown,Koti,Suman,unknown,unknown,1999
1608,Ravoyi Chandamama,Jayanth C. Paranjee,unknown,Mani Sharma,Nagarjuna Akkineni,unknown,unknown,1999
1609,Sambayya,K. S. Nageswara Rao,unknown,Vandemataram Srinivas,Srihari,unknown,unknown,1999
1610,Samarasimha Reddy,B. Gopal,unknown,Mani Sharma,Nandamuri Balakrishna,unknown,unknown,1999
1611,Samudram,Krishna Vamsi,unknown,Shashi Pritham,Jagapati Babu,unknown,unknown,1999
1612,Seenu,Sashi,unknown,Mani Sharma,Daggubati Venkatesh,unknown,unknown,1999
1613,Seetharama Raju,YVS Chowdhary,unknown,M. M. Keeravani,Nagarjuna Akkineni,unknown,unknown,1999
1614,Sneham Kosam,K. S. Ravikumar,unknown,S. A. Rajkumar,Chiranjeevi,unknown,unknown,1999
1615,Speed Dancer,Muppalaneni Shiva,unknown,unknown,Raghava Lawrence,unknown,unknown,1999
1616,Sri Ramulayya,Nimmala Shankar,unknown,Vandemataram Srinivas,Mohan Babu,unknown,unknown,1999
1617,Sultan,Sarath,unknown,Koti,Nandamuri Balakrishna,unknown,unknown,1999
1618,Swapnalokam,Bhimaneni Srinivasa Rao,unknown,Vandemataram Srinivas,Jagapati Babu,unknown,unknown,1999
1619,Swayamvaram,K. Vijaya Bhaskar,unknown,Vandemataram Srinivas,Venu,unknown,unknown,1999
1620,Thammudu,P. A. Arun Prasad,unknown,Ramana Gogula,Pawan Kalyan,unknown,unknown,1999
1621,Telangana,unknown,unknown,Koti,Suresh,unknown,unknown,1999
1622,Veedu Samanyudu Kadhu,Uppalapati Narayana,unknown,Vidhyasagar,Prakash Raj,unknown,unknown,1999
1623,Velugu Needalu,Mourya,unknown,M. M. Sreelekha,"Venkat, ",unknown,unknown,1999
1624,Vichitram,Jandhyala,unknown,Raj-Koti,"Gajjal Srinivas, ",unknown,unknown,1999
1625,Yamajathakudu,Nimmala Shankar,unknown,Vandemataram Srinivas,Mohan Babu,unknown,unknown,1999
1626,Kalidas,H. M. Reddy,"Imperial Movi-Tone
",Not Known,T. P. Rajalakshmi,"Biographical
","31 October 1931
",1930
1627,Bhakta Prahlada,H. M. Reddy,Sri Krishna Film Company,Not Known,"Venkata Subbaiah Munipalle, ",Devotional,"6 February 1932
",1930
1628,Rama Paduka Pattabhishekam,Sarvottam Badami,"Sagar Movietone
",Not Known,C. S. R. Anjaneyulu,"Devotional
","
",1930
1629,Shakuntala,Sarvottam Badami,unknown,Not Known,Yadavalli Suryanarayana,"Mythology
","
",1930
1630,Chintamani,Sadasiva Rao Kallakoori,unknown,Not Known,"Master Baburao, Bhadracharyulu, Pulipati Venkateswarulu, P Ramatilakam, Parvatibai etc.","Devotional
","29 July 1933
",1930
1631,Prithvi Putra,Potina Srinivasa Rao,unknown,Not Known,"Parepalli Satyannarayana, ","Devotional
","20 December 1933
",1930
1632,Prajvala Alapana,"Sadasiva Rao
",unknown,Not Known,unknown,unknown,"
",1930
1633,Ramadasu,C. Pullaiah,unknown,Not Known,Ghantasala Balaramayya,"Devotional
","2 September 1933
",1930
1634,Sati Savitri,C. Pullaiah,East India Film Company,Not Known,"Nidumukkala Subba Rao, Rama Thilakam, ","Devotional
","5 February 1933
",1930
1635,"Sathi Savitri
",H. M. Reddy,"Bharat MovieTones
",Not Known,"Kanthamani, V.V. Subba Rao, K.L. Kantham, Hem Singh
","Devotional
","4 February 1933
",1930
1636,Athulya Sahavasam,"Pullaya
",unknown,Not Known,unknown,unknown,"
",1930
1637,Ahalya,"K. Rangarao
",unknown,Not Known,unknown,unknown,"
",1930
1638,Lava Kusa,C. Pullaiah,East India Film Company,Not Known,"Parupalli Subba Rao, ","Devotional
","22 December 1934
",1930
1639,Sita Kalyanam,"C. Narasimha Rao
",Vel Pictures,Not Known,"Madhavapeddi Venkatramaiah, Master Kalyani, Bezawada Rajarathnam, P. Rama Thilakam, Nageswara Rao, Lanka Krishnamurthy","Devotional
","6 October 1934
",1930
1640,Bhakta Kuchela,"K. Sadasivarao
","Radha Film Company
",Not Known,K. Raghuramaiah,"Devotional
","20 July 1935
",1930
1641,Harishchandra,"T. A. Raman
",Star Combines,Not Known,"Adhanki Srirama Murthy, ","Devotional
","9 November 1935
",1930
1642,Sati Anasuya,"Ahin Chowdhary
",unknown,Not Known,"Dasari Kotaratnam, Tungala Chalapati",Devotional,"
",1930
1643,Sati Sakkubai,"Charu Rai
",unknown,Not Known,"Tungala Chalapati Rao, Dasari Kotiratnam, Suravarapu Venkateswarulu, Dasari Anjani Bai","Devotional
","21 May 1935
",1930
1644,Sri Krishna Leelalu,"C. Narasimha Rao
",Vel Pictures,Not Known,S. Rajeswara Rao,unknown,"30 November 1935
",1930
1645,Sri Krishna Tulabharam,C. Pullaiah,East India Film Company,Not Known,"Ramanatha Sastri Kapilavayi, ",Devotional,"22 April 1935
",1930
1646,Rani Premalata,"
",unknown,Not Known,unknown,unknown,"
",1930
1647,Dhruva (Also Known as Dhruva Vijayamu),C. Pullaiah,East India Film Company,Not Known,"C. Narayanaswamy, T. Venkateswarulu, M. Hemalata, Sitaram, M. Rangachari, A. Narasimha Rao, Lalitha",Mythology,"
",1930
1648,Draupadi Maanasamrakshana,"N. Jaganatha Swamy
",Lakshmi Films,Not Known,Bellary Raghava,Mythology,"24 March 1936
",1930
1649,Draupadi Vastrapaharanam,"H. Vishwanath Babu
",Saraswati Talkies,Not Known,Yadavalli Suryanarayana,Mythology,"29 February 1936
",1930
1650,Kabir,"S. Rangaswamy
",Oriental Classical Films,Not Known,unknown,unknown,"5 February 1936
",1930
1651,Lanka Dahanam,"K. Sadasivarao
",unknown,Not Known,K. Raghuramaiah,Mythology,"
",1930
1652,Mayabazar (Also Known as Sasirekha Parinayam),"P. V. Das
",Vel Pictures,Not Known,"Yadavalli Nageswara Rao, ",Mythology,"
",1930
1653,Premavijayam,"Krithiventi Nageshwara Rao
",unknown,Not Known,"Ranga Rao, P. S. Sharma, B. Rajalakshma, P. Rama Rao, ",unknown,"
",1930
1654,Premilarjuneyam,"
",unknown,Not Known,unknown,unknown,"
",1930
1655,Sampoorna Ramayanam,"I. Nagabhushana Rao, N. B. Narayana
",Durga Cinetone,Not Known,"B. Narayana Murthy, M. Narayana Rao, ",Devotional,"
",1930
1656,Sati Tulasi,"C. Narasimha Rao
",unknown,Not Known,Ghantasala Balaramayya,Mythology,"
",1930
1657,Sulochana,"
",unknown,Not Known,unknown,unknown,"
",1930
1658,Veerabhimanyu,"V. D. Ameen
",Select Pctures Circuit,Not Known,Kanchanamala,Mythology,"
",1930
1659,Balayogini,K. Subrahmanyam,Mahalakshmi Studio,Not Known,Baby Saroja,Drama,"
",1930
1660,Dasavataramulu,"K. V. Bhave
",Saraswathi Cinetone,Not Known,"Parepalli Subba Rao, Mandha Subbarao, Dronamraju Narasimharao, Tigela Venkateswarlu, Koderu Rajasodarulu, Dommiti Satyanarayana",Mythology,"27 September 1937
",1930
1661,Kanakatara,"H. Vishwanath Babu
",Saraswati Talkies,Not Known,"Dommeti Suryanarayana, ",Romance,"
",1930
1662,Mohini Rukmangada,"C. Narasimha Rao
",National Movietone,Not Known,Vemuri Gaggaiah,Mythology,"
",1930
1663,Nara Narayana,"C. Narasimha Rao
",unknown,Not Known,"Adhanki Srirama Murthy, P. Rama Thilakam, Pulipati Venkateswarlu",Devotional,"
",1930
1664,Rukmini Kalyanam,"R. Nataraja Mudaliar
",Sri Bharatha Lakshmi Pictures,Not Known,K. Raghuramaiah,Devotional,"
",1930
1665,Sarangadhara,P. Pullaiah,Star Combines,Not Known,Banda Kanakalingeshwara Rao,Devotional,"
",1930
1666,Vijayadashami,"
",unknown,Not Known,unknown,unknown,"
",1930
1667,Vipra Narayana,"Ahindra Chaudhari
",Arora Pictures,Not Known,"Kasturi Narasimha Rao, ",Devotional,"
",1930
1668,Bhakta Jayadeva,"Hiren Bose
",Andhra Cinetone,Not Known,Surabhi Kamalabai,Devotional,"
",1930
1669,Bhakta Markandeya,C. Narayana Murthy,Kubera Films,Not Known,Vemuri Gaggaiah,Devotional,"17 June 1938
",1930
1670,Chal Mohana Ranga,C. Pullaiah,Andhra Talkies,Not Known,"Valli Subba Rao, ",Drama,"12 January 1938 [Other 2 Documentary Films released]
",1930
1671,Chitranaleeyam,"D. Rami Reddy
",Kubera Films,Not Known,Banda Kanakalingeshwara Rao,Mythology,"
",1930
1672,Gruhalakshmi,H. M. Reddy,Rohini Pictures,Not Known,Chittor V. Nagaiah,Drama,"12 March 1938
",1930
1673,Gulebakavali,"Kallakoori Sadasiva Rao
",Paramount Film Company,Not Known,B. Jayamma,Fantasy,"
",1930
1674,Kacha Devayani,"C. Dronamraju
",Radha Film Company,Not Known,"S. P. Lakshmana Swamy, C. Krishnaveni, C. Suryanarayana Bhagavathar, R. Rami Reddy, K. Raghuramayya",Mythology,[1],1930
1675,Kasula Peru,C. Pullaiah,Andhra Talkies,Not Known,"K. Hanumantha Rao, Sundaramma, Srihari, Tulasamma",Drama,"12 January 1938 [Other 2 Documentary Films released]
",1930
1676,Krishna Jarasandha,"C. Narasimha Rao
",Jaya Films,Not Known,"T. Ramakrishna Sastry, ",Mythology,"
",1930
1677,Mala Pilla,Gudavalli Ramabrahmam,Jagadeesh Filims,Not Known,Govindarajula Subba Rao,Social,"25 September 1938
",1930
1678,Mohini Basmasura,C. Pullaiah,Andhra Talkies,Not Known,Pushpavalli,Devotional,"
",1930
1679,Narada Samsaram,"
",unknown,Not Known,unknown,unknown,"
",1930
1680,Satyanarayana Vratam,C. Pullaiah,Andhra Talkies,Not Known,"Kamaraju, Devarakonda Ramoorthi, Hymavathi, Laxminarasamma",Drama,"12 January 1938 [Other 2 Documentary Films released]
",1930
1681,Thukaram,"B. Narayana Rao
",Star Combines,Not Known,C. S. R. Anjaneyulu,Drama,"
",1930
1682,Amma,"Niranjan Pal
",unknown,Not Known,unknown,unknown,"
",1930
1683,Jayaprada,"Ch. Narasimha Rao
",Sharada-Rayalseema Films,Not Known,C. S. R. Anjaneyulu,Devotional,"
",1930
1684,Mahananda,"China Kameswara Rao Dronamraju
",Jaya Films,Not Known,"Adhanki Srirama Murthy, Parepalli Subba Rao, ",Devotional,"
",1930
1685,Malli Pelli,Y. V. Rao,Sri Jagadish Films,Not Known,Y. V. Rao,Social,"
",1930
1686,Panduranga Vittal,"B. V. Ramanandam
",Radha Film Company,Not Known,"Panchangam Ramanujachary, T. Chalapathi Rao, Dasari Kotiratnam, D. Satyanarayana, Kanthamani",Devotional,"
",1930
1687,Pasupathastram,"K. Ranga Rao
",unknown,Not Known,K. Raghuramaiah,Devotional,"
",1930
1688,Mathru Bhoomi,H. M. Reddy,Vel Pictures,Not Known,P. U. Chinnappa,Drama,"
",1930
1689,Radha Krishna,"
",unknown,Not Known,unknown,unknown,"
",1930
1690,Raithu Bidda,Gudavalli Ramabrahmam,Sri Saradhi Films,Not Known,Bellary Raghava,Social,"27 August 1939
",1930
1691,"Sri Venkateswara Mahatyam (Also Known as ""Balaji"")",P. Pullaiah,Famous Pictures,Not Known,C. S. R. Anjaneyulu,Devotional,"
",1930
1692,Vande Mataram,B. N. Reddy,Vauhini Studios,Not Known,Chittor V. Nagaiah,Social,"
",1930
1693,Vara Vikrayam,C. Pullaiah,East India Film Company,Not Known,Pushpavalli,Social,"
",1930
1694,Aada Janma,"G. R. Rao
",Modern Theatres,S. Dakshinamurthi,C. H. Narayana Rao,"Drama
",1951,1951
1695,Aakasa Raju,"Jyotish Sinha
","Trimurthi Productions
","
","Gowrinatha Sastri, ","Devotional
",1951,1951
1696,Agni Pareeksha,"M. N. Ramana Rao
","Sri Saradhi Films
",Gali Penchala Narasimha Rao,K. Raghuramaiah,"Social
",1951,1951
1697,Chandravanka,"Jithen Banerjee
","Sri Padmanabha Pictures
",Nalam Nageswara Rao,K. Raghuramaiah,"Folklore
",1951,1951
1698,Deeksha,K. S. Prakash Rao,Prakash Productions,Pendyala Nageswara Rao,G. Varalakshmi,"Social
",1951,1951
1699,Jeevitha Nouka,"K. Vembu
",K & K Combines,V. Dakshinamoorthy,Thikkurissy Sukumaran Nair,"Social
",1951,1951
1700,Malliswari,B. N. Reddy,Vijaya Productions,S. Rajeswara Rao,N. T. Rama Rao,"Folklore
",1951,1951
1701,Mangala,"Chandru
",Gemini Studios,M. D. Parthasarathy,Ranjan,"Folklore
",1951,1951
1702,Mantra Dandam,"K. S. Ramachandra Rao
","Sri Gnanambika Pictures
",Nalam Nageswara Rao,A. Nageswara Rao,"Fantasy
",1951,1951
1703,Marmayogi,K. Ramnoth,Jupiter Pictures,S. M. Subbaiah Naidu,M. G. Ramachandran,"Action
",1951,1951
1704,Maya Pilla,"R. Prakash
","Prakash Shankar Pictures
",S. Rajeswara Rao,K. Raghuramaiah,"Folklore
",1951,1951
1705,Mayalamari,"P. Sridhar
","Aswini Pictures
",P. Adinarayana Rao,A. Nageswara Rao,"Fantasy
",1951,1951
1706,Nirdoshi,H. M. Reddy,"Rohini Pictures
",Ghantasala,Anjali Devi,"Drama
",1951,1951
1707,Pelli Kuthuru,N. S. Krishnan,N. S. K. Films,C. R. Subburaman,S. V. Sahasranamam,"Social
",1951,1951
1708,Penkipilla,"B. V. Ramanandam
","Radhakrishna Films
","P. R. Moni
","Chandralekha, Duggirala Satyavathi, Alamuri Kumariratnam, Ammaji, Sundaramani
","Drama
",1951,1951
1709,Perantalu,"T. Gopichand
","Vijayalakshmi Films
",B. Rajinikanta Rao,C. H. Narayana Rao,"Drama
",1951,1951
1710,Rupavathi,"K. Prabhakar Rao
","Swathi Films
",C. R. Subburaman,C. H. Narayana Rao,"Folklore
",1951,1951
1711,Sarvadikari,T. R. Sundaram,Modern Theatres,S. Dakshinamurthi,M. G. Ramachandran,"Action
",1951,1951
1712,Soudamini,K. B. Nagabhushanam,Sri Raja Rajeswari Films,S. V. Venkatraman,A. Nageswara Rao,"Adventure
",1951,1951
1713,Stree Sahasam,Vedantam Raghavaiah,"Vinodha Pictures
",C. R. Subburaman,A. Nageswara Rao,"Fantasy
",1951,1951
1714,Tilottama,"Raja of Mirzapur
","Sobhanachala Pictures
",P. Adinarayana Rao,A. Nageswara Rao,"Adventure
",1951,1951
1715,Aadarsham,"H. V. Babu
","Subhodaya Pictures
","Aswathama
",Jaggayya,"Social
",1952,1952
1716,Aakali,"K. J. Mohan Rao
",K & K Combines,"P. S. Diwakar
",Thikkurissy Sukumaran Nair,"Social
",1952,1952
1717,Athinti Kapuram,Acharya,Modern Theaters,S. Dakshinamurthi,M. N. Nambiar,"Drama
",1952,1952
1718,Chinna Kodalu,Ghantasala Balaramayya,"Prathibha Pictures
","Aswathama
",C. H. Narayana Rao,"Social
",1952,1952
1719,Chinnamma Katha,S. V. S. Rama Rao,"Jeimini Productions
","Veluri Krishna Murthy
",Govindarajula Subba Rao,"Social
",1952,1952
1720,Daasi,L. V. Prasad,Rajyam Pictures,C. R. Subbaraman,N. T. Rama Rao,"Drama
",1952,1952
1721,Dharma Devatha,P. Pullaiah,Ragini Films,C. R. Subbaraman,P. Shanthakumari,"Drama
",1952,1952
1722,Kanchana,S. M. Sriramulu Naidu,Pakshiraja Studios,S. M. Subbaiah Naidu,K. R. Ramaswamy,"Social
",1952,1952
1723,Manavathi,Y. V. Rao,"Sarvodaya Films
",B. Rajinikanta Rao,C. H. Narayana Rao,Devotional,1952,1952
1724,Maradalu Pelli,Mukkamala,"M. K. M. Productions
",V. Nagaiah,Mukkamala,"Drama
",1952,1952
1725,Mugguru Kodukulu,R. Nagendra Rao,Gemini Studios,"P. S. Anantharaman, ",M. K. Radha,"Social
",1952,1952
1726,Palletooru,T. Prakash Rao,"People's Art Productions
",Ghantasala,N. T. Rama Rao,"Social
",1952,1952
1727,Peda Raithu,K. B. Nagabhushanam,Sri Raja Rajeswari Films,"H. R. Padmanabha Sastry
","M. Srirama Murthy, ","Drama
",1952,1952
1728,Pelli Chesi Choodu,L. V. Prasad,Vijaya Productions,Ghantasala,N. T. Rama Rao,"Social
",1952,1952
1729,Praja Seva,"K. Prabhakar Rao
",Sobhanachala Pictures,"M. B. Walke
",C. Lakshmi Rajyam,"Drama
",1952,1952
1730,Prema,P. S. Ramakrishna Rao,Bharani Studios,C. R. Subbaraman,A. Nageswara Rao,"Drama
",1952,1952
1731,Priyuralu,T. Gopichand,"Bharathalakshmi Productions
",S. Rajeswara Rao,"Lakshmikantam, ","Drama
",1952,1952
1732,Rajeswari,R. Padmanaban,Padmanaban Creations,Ogirala Ramachandra Rao,"M. Srirama Murthy, ","Folklore
",1952,1952
1733,Sahasam,"Raja of Mirjapur
",Sobhanachala Pictures,"M. B. Walke
","Prabhakar Rao, ","Folklore
",1952,1952
1734,Sankranti,C. Pullaiah,"Chamria Productions
","Aswathama
","Chandrashekar, ","Drama
",1952,1952
1735,Santhi,Vedantam Raghavaiah,"Vinodha Pictures
",C. R. Subbaraman,Govindarajula Subba Rao,"Drama
",1952,1952
1736,Savati Poru,T. R. Sundaram,Modern Theaters,S. Dakshinamurthi,"G. Muthukrishnan, ","Epic
",1952,1952
1737,Singari,T. R. Raghunath,"National Productions
",S. V. Venkatraman,T. R. Ramachandran,"Drama
",1952,1952
1738,Suvarna Mala,"K. Sadasiva Rao
","
","
","Aarani Suryanarayana, Surabhi Balasaraswathi
","Drama
",1952,1952
1739,Tingu Ranga,B. A. Subba Rao,"Yuva Chithra Combines
",T. V. Raju,"M. Srirama Murthy, ","Drama
",1952,1952
1740,Apeksha,"M. Natesan
","Natesh Art Pictures
",T. R. Pappa,Sivaji Ganesan,"Drama
",1953,1953
1741,Amarakavi,"F. Nagoor
","Nagoor Cine Productions
",G. Ramanathan,M. K. Thyagaraja Bhagavathar,"Folklore
",1953,1953
1742,Ammalakkalu,D. Yoganand,Krishna Pictures,G. Ramanathan,N. T. Rama Rao,"Social
",1953,1953
1743,Bratuku Teruvu,P. S. Ramakrishna Rao,"
","
",Akkineni Nageswara Rao,"Drama
",1953,1953
1744,Chivaruku Miguledhi Emi Unadhi,P. S. Ramakrishna Rao,"Bhaskar Productions
",C. R. Subbaraman,A. Nageswara Rao,"Drama
",1953,1953
1745,Kitukendo Cheppave Chalaki Bullemma,P. Bhanumathi,Bharani Pictures,C. R. Subbaraman,P. Bhanumathi,"Folklore
",1953,1953
1746,Devadasu,Vedantam Raghavaiah,"Vinodha Pictures
",C. R. Subbaraman,A. Nageswara Rao,"Romance
",1953,1953
1747,Gumastha,"R. M. Krishnaswamy
","Aruna Pictures
",G. Ramanathan,V. Nagaiah,"Social
",1953,1953
